Filename,x_min,y_min,x_max,y_max,img_width,img_height,filetype,img_path,x_center,y_center,width,height,object_class
nightClip1--00008,715,284,731,308,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56484375,0.30833333333333335,0.0125,0.025,0
nightClip1--00008,816,337,828,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.6421875,0.36354166666666665,0.009375,0.025,0
nightClip1--00008,691,351,698,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.542578125,0.371875,0.00546875,0.0125,0
nightClip1--00008,653,276,669,309,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3046875,0.0125,0.034375,0
nightClip1--00009,653,279,669,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.303125,0.0125,0.025,0
nightClip1--00009,715,284,731,305,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56484375,0.3067708333333333,0.0125,0.021875,0
nightClip1--00009,816,333,828,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.6421875,0.3609375,0.009375,0.028125,0
nightClip1--00009,691,350,698,362,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.542578125,0.37083333333333335,0.00546875,0.0125,0
nightClip1--00009,713,349,720,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.559765625,0.3697916666666667,0.00546875,0.0125,0
nightClip1--00010,652,275,670,305,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3020833333333333,0.0140625,0.03125,0
nightClip1--00010,715,283,733,304,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.565625,0.30572916666666666,0.0140625,0.021875,0
nightClip1--00010,816,333,830,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64296875,0.3609375,0.0109375,0.028125,0
nightClip1--00010,692,350,699,362,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.543359375,0.37083333333333335,0.00546875,0.0125,0
nightClip1--00011,713,350,720,362,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.559765625,0.37083333333333335,0.00546875,0.0125,0
nightClip1--00011,652,276,670,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3015625,0.0140625,0.028125,0
nightClip1--00011,718,285,732,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56640625,0.30625,0.0109375,0.01875,0
nightClip1--00011,818,335,830,359,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64375,0.3614583333333333,0.009375,0.025,0
nightClip1--00012,650,277,669,307,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.515234375,0.30416666666666664,0.01484375,0.03125,0
nightClip1--00012,715,277,733,313,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.565625,0.3072916666666667,0.0140625,0.0375,0
nightClip1--00012,818,338,832,359,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64453125,0.36302083333333335,0.0109375,0.021875,0
nightClip1--00012,692,352,699,364,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.543359375,0.3729166666666667,0.00546875,0.0125,0
nightClip1--00012,713,352,720,364,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.559765625,0.3729166666666667,0.00546875,0.0125,0
nightClip1--00013,692,353,699,368,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.543359375,0.37552083333333336,0.00546875,0.015625,0
nightClip1--00013,713,355,720,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.559765625,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00013,820,340,832,364,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.6453125,0.36666666666666664,0.009375,0.025,0
nightClip1--00013,717,287,733,311,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56640625,0.31145833333333334,0.0125,0.025,0
nightClip1--00013,653,281,669,308,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3067708333333333,0.0125,0.028125,0
nightClip1--00014,714,358,721,370,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.560546875,0.37916666666666665,0.00546875,0.0125,0
nightClip1--00014,652,283,670,310,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.30885416666666665,0.0140625,0.028125,0
nightClip1--00014,820,339,834,369,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64609375,0.36875,0.0109375,0.03125,0
nightClip1--00014,717,289,733,313,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56640625,0.31354166666666666,0.0125,0.025,0
nightClip1--00014,692,355,699,370,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.543359375,0.3776041666666667,0.00546875,0.015625,0
nightClip1--00015,652,285,670,312,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3109375,0.0140625,0.028125,0
nightClip1--00015,717,291,733,315,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56640625,0.315625,0.0125,0.025,0
nightClip1--00015,821,346,835,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.646875,0.37135416666666665,0.0109375,0.021875,0
nightClip1--00015,692,359,699,371,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.543359375,0.3802083333333333,0.00546875,0.0125,0
nightClip1--00015,714,360,721,372,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.560546875,0.38125,0.00546875,0.0125,0
nightClip1--00016,822,348,836,369,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64765625,0.3734375,0.0109375,0.021875,0
nightClip1--00016,715,283,734,319,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.566015625,0.31354166666666666,0.01484375,0.0375,0
nightClip1--00016,653,284,669,314,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.31145833333333334,0.0125,0.03125,0
nightClip1--00017,649,272,670,317,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.515234375,0.3067708333333333,0.01640625,0.046875,0
nightClip1--00017,824,346,836,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.6484375,0.37135416666666665,0.009375,0.021875,0
nightClip1--00017,714,277,735,319,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.566015625,0.3104166666666667,0.01640625,0.04375,0
nightClip1--00018,652,279,670,312,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.3078125,0.0140625,0.034375,0
nightClip1--00018,716,281,737,317,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.567578125,0.31145833333333334,0.01640625,0.0375,0
nightClip1--00018,824,344,838,365,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.64921875,0.3692708333333333,0.0109375,0.021875,0
nightClip1--00018,693,358,700,370,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.544140625,0.37916666666666665,0.00546875,0.0125,0
nightClip1--00019,653,278,671,311,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.3067708333333333,0.0140625,0.034375,0
nightClip1--00019,720,288,736,309,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56875,0.3109375,0.0125,0.021875,0
nightClip1--00019,821,332,842,371,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.649609375,0.36614583333333334,0.01640625,0.040625,0
nightClip1--00020,716,355,723,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562109375,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00020,821,324,846,372,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.651171875,0.3625,0.01953125,0.05,0
nightClip1--00020,722,287,736,305,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56953125,0.30833333333333335,0.0109375,0.01875,0
nightClip1--00020,653,280,671,304,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.30416666666666664,0.0140625,0.025,0
nightClip1--00020,694,355,701,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.544921875,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00021,653,275,671,305,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.3020833333333333,0.0140625,0.03125,0
nightClip1--00021,722,282,736,306,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.56953125,0.30625,0.0109375,0.025,0
nightClip1--00021,821,326,844,368,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.650390625,0.3614583333333333,0.01796875,0.04375,0
nightClip1--00021,694,354,701,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.544921875,0.375,0.00546875,0.0125,0
nightClip1--00021,716,354,723,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562109375,0.375,0.00546875,0.0125,0
nightClip1--00022,653,276,671,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.3015625,0.0140625,0.028125,0
nightClip1--00022,721,282,739,306,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5703125,0.30625,0.0140625,0.025,0
nightClip1--00022,830,336,842,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.653125,0.3640625,0.009375,0.028125,0
nightClip1--00022,423,310,448,355,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.340234375,0.3463541666666667,0.01953125,0.046875,0
nightClip1--00023,423,310,446,355,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.339453125,0.3463541666666667,0.01796875,0.046875,0
nightClip1--00023,830,336,844,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65390625,0.3640625,0.0109375,0.028125,0
nightClip1--00023,722,281,738,305,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5703125,0.30520833333333336,0.0125,0.025,0
nightClip1--00023,653,275,671,302,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.30052083333333335,0.0140625,0.028125,0
nightClip1--00023,695,354,702,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.375,0.00546875,0.0125,0
nightClip1--00024,653,274,671,304,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.30104166666666665,0.0140625,0.03125,0
nightClip1--00024,723,282,739,306,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57109375,0.30625,0.0125,0.025,0
nightClip1--00024,832,339,846,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65546875,0.365625,0.0109375,0.025,0
nightClip1--00024,426,317,440,353,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.33828125,0.3489583333333333,0.0109375,0.0375,0
nightClip1--00025,653,274,671,304,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.30104166666666665,0.0140625,0.03125,0
nightClip1--00025,723,282,739,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57109375,0.3046875,0.0125,0.021875,0
nightClip1--00025,832,340,846,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65546875,0.3651041666666667,0.0109375,0.021875,0
nightClip1--00025,423,318,441,351,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3375,0.3484375,0.0140625,0.034375,0
nightClip1--00026,421,318,439,351,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3359375,0.3484375,0.0140625,0.034375,0
nightClip1--00026,834,343,848,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65703125,0.36666666666666664,0.0109375,0.01875,0
nightClip1--00026,723,279,741,306,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.571875,0.3046875,0.0140625,0.028125,0
nightClip1--00026,652,274,671,304,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.516796875,0.30104166666666665,0.01484375,0.03125,0
nightClip1--00026,695,355,702,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00027,833,336,849,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65703125,0.365625,0.0125,0.03125,0
nightClip1--00027,726,282,740,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.3046875,0.0109375,0.021875,0
nightClip1--00027,652,273,671,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.516796875,0.3,0.01484375,0.03125,0
nightClip1--00027,421,316,439,352,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3359375,0.34791666666666665,0.0140625,0.0375,0
nightClip1--00027,695,355,702,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00028,652,272,671,296,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.516796875,0.29583333333333334,0.01484375,0.025,0
nightClip1--00028,725,276,741,300,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.3,0.0125,0.025,0
nightClip1--00028,836,334,850,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.65859375,0.3619791666666667,0.0109375,0.028125,0
nightClip1--00028,419,312,437,348,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.334375,0.34375,0.0140625,0.0375,0
nightClip1--00029,417,309,435,345,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3328125,0.340625,0.0140625,0.0375,0
nightClip1--00029,717,349,724,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562890625,0.3697916666666667,0.00546875,0.0125,0
nightClip1--00029,725,274,741,295,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.29635416666666664,0.0125,0.021875,0
nightClip1--00029,652,265,671,295,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.516796875,0.2916666666666667,0.01484375,0.03125,0
nightClip1--00029,837,331,851,358,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.659375,0.35885416666666664,0.0109375,0.028125,0
nightClip1--00029,696,348,703,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.546484375,0.36875,0.00546875,0.0125,0
nightClip1--00030,653,264,671,294,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.290625,0.0140625,0.03125,0
nightClip1--00030,725,272,741,296,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.29583333333333334,0.0125,0.025,0
nightClip1--00030,838,332,852,356,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66015625,0.35833333333333334,0.0109375,0.025,0
nightClip1--00030,696,348,703,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.546484375,0.36875,0.00546875,0.0125,0
nightClip1--00030,717,348,724,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562890625,0.36875,0.00546875,0.0125,0
nightClip1--00030,415,308,433,344,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.33125,0.33958333333333335,0.0140625,0.0375,0
nightClip1--00031,413,308,431,344,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3296875,0.33958333333333335,0.0140625,0.0375,0
nightClip1--00031,725,270,741,294,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.29375,0.0125,0.025,0
nightClip1--00031,837,328,853,358,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66015625,0.3572916666666667,0.0125,0.03125,0
nightClip1--00031,717,347,724,359,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562890625,0.36770833333333336,0.00546875,0.0125,0
nightClip1--00031,653,261,671,294,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.2890625,0.0140625,0.034375,0
nightClip1--00032,725,274,743,298,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5734375,0.29791666666666666,0.0140625,0.025,0
nightClip1--00032,840,333,854,360,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66171875,0.3609375,0.0109375,0.028125,0
nightClip1--00032,695,351,702,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.371875,0.00546875,0.0125,0
nightClip1--00032,410,309,431,348,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.328515625,0.3421875,0.01640625,0.040625,0
nightClip1--00032,653,264,671,297,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5171875,0.2921875,0.0140625,0.034375,0
nightClip1--00033,652,269,670,296,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.51640625,0.2942708333333333,0.0140625,0.028125,0
nightClip1--00033,725,276,741,300,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.57265625,0.3,0.0125,0.025,0
nightClip1--00033,839,337,855,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66171875,0.36354166666666665,0.0125,0.025,0
nightClip1--00033,695,353,702,365,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.37395833333333334,0.00546875,0.0125,0
nightClip1--00033,408,313,427,349,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.326171875,0.34479166666666666,0.01484375,0.0375,0
nightClip1--00034,407,314,425,350,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.325,0.3458333333333333,0.0140625,0.0375,0
nightClip1--00034,717,355,724,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562890625,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00034,842,336,856,363,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66328125,0.3640625,0.0109375,0.028125,0
nightClip1--00034,725,273,743,303,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5734375,0.3,0.0140625,0.03125,0
nightClip1--00034,695,355,702,367,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.37604166666666666,0.00546875,0.0125,0
nightClip1--00034,650,269,669,299,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.515234375,0.29583333333333334,0.01484375,0.03125,0
nightClip1--00035,650,267,669,297,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.515234375,0.29375,0.01484375,0.03125,0
nightClip1--00035,725,272,743,299,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.5734375,0.29739583333333336,0.0140625,0.028125,0
nightClip1--00035,841,337,857,361,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.66328125,0.36354166666666665,0.0125,0.025,0
nightClip1--00035,695,354,702,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.545703125,0.375,0.00546875,0.0125,0
nightClip1--00035,717,354,724,366,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.562890625,0.375,0.00546875,0.0125,0
nightClip1--00035,406,313,422,349,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.3234375,0.34479166666666666,0.0125,0.0375,0
nightClip1--00036,403,310,422,346,1280,960,jpg,data/raw/lisa/nightTrain/nightTrain/nightClip1/frames/,0.322265625,0.3416666666666667,0.01484375,0.0375,0
