model,dataset,img_id,confidence,euc_dist
YoloV8,nightSequence2,1212,0.3936929702758789,8.733047163124387e-05
YoloV8,nightSequence2,5428,0.5706087350845337,8.764424499610205e-05
YoloV8,nightSequence2,5551,0.8910051584243774,8.766060472580922e-05
YoloV8,nightSequence2,1132,0.703965425491333,8.79939351094764e-05
YoloV8,daySequence2,366,0.7707725763320923,8.801848693451083e-05
YoloV8,nightSequence2,858,0.7605955600738525,8.873226464631779e-05
YoloV8,nightSequence2,496,0.8490672707557678,8.91770352901269e-05
YoloV8,nightSequence2,5433,0.294912725687027,8.928599473999443e-05
YoloV8,nightSequence2,4269,0.6855764389038086,8.96677537161304e-05
YoloV8,daySequence1,1286,0.3529931306838989,8.997727791762573e-05
YoloV8,nightSequence2,6428,0.8861834406852722,9.097840270884447e-05
YoloV8,nightSequence2,4625,0.5923911929130554,9.130708202664267e-05
YoloV8,nightSequence2,641,0.4034415185451507,9.19526030304555e-05
YoloV8,daySequence2,2753,0.4920796751976013,9.302357399562975e-05
YoloV8,nightSequence2,4213,0.7049845457077026,9.30656057485584e-05
YoloV8,nightSequence2,4635,0.6071485280990601,9.340654513527251e-05
YoloV8,nightSequence2,6323,0.735722005367279,9.419328784103882e-05
YoloV8,nightSequence2,1364,0.8589447140693665,9.420478939748849e-05
YoloV8,nightSequence2,4195,0.6679149270057678,9.454587881887536e-05
YoloV8,nightSequence2,2902,0.3655402660369873,9.498604702556727e-05
YoloV8,nightSequence2,5361,0.4586170613765716,9.531095739976311e-05
YoloV8,nightSequence2,5491,0.8237366080284119,9.548403181671365e-05
YoloV8,nightSequence2,4763,0.7756877541542053,9.567307132938068e-05
YoloV8,daySequence2,5123,0.5029198527336121,9.580137285045629e-05
YoloV8,daySequence1,29,0.4136300683021545,9.664531841858025e-05
YoloV8,nightSequence2,5982,0.8049359917640686,9.672464895876036e-05
YoloV8,daySequence1,1233,0.4069634675979614,9.67687973737782e-05
YoloV8,daySequence2,6406,0.731228768825531,9.69547261064344e-05
YoloV8,daySequence2,6659,0.7177694439888,9.730517389405019e-05
YoloV8,nightSequence2,4193,0.551074206829071,9.771238227099111e-05
YoloV8,nightSequence2,3183,0.8539466261863708,9.772944521981806e-05
YoloV8,daySequence2,1888,0.3221884965896606,9.829630072423913e-05
YoloV8,daySequence2,406,0.6882111430168152,9.830003710657861e-05
YoloV8,daySequence2,6336,0.7508131861686707,9.952124977526727e-05
YoloV8,nightSequence2,441,0.86866295337677,0.00010054777195428584
YoloV8,nightSequence2,5208,0.4941030144691467,0.0001005687261226349
YoloV8,nightSequence2,4592,0.5950454473495483,0.0001010412537513178
YoloV8,daySequence1,2128,0.3287175297737121,0.00010132173631681067
YoloV8,nightSequence2,1626,0.8492092490196228,0.00010179144474547977
YoloV8,daySequence2,5165,0.7482470273971558,0.00010203180344091776
YoloV8,nightSequence2,4595,0.7316982746124268,0.00010228996197975238
YoloV8,nightSequence2,609,0.7698132991790771,0.00010249565387688184
YoloV8,nightSequence2,1212,0.3239343464374542,0.00010256530194041292
YoloV8,nightSequence2,5543,0.8891669511795044,0.00010257805552462901
YoloV8,nightSequence2,1511,0.2699930965900421,0.00010286910473827088
YoloV8,nightSequence2,4519,0.5152145028114319,0.00010287194987238298
YoloV8,daySequence2,3797,0.6260424852371216,0.000102958658636595
YoloV8,nightSequence2,5517,0.8627641201019287,0.00010327327123111817
YoloV8,nightSequence2,4898,0.8050355911254883,0.00010367983108638962
YoloV8,nightSequence2,5473,0.7118759155273438,0.00010419763828770065
YoloV8,daySequence1,2170,0.3583824336528778,0.00010424782508476834
YoloV8,nightSequence2,2910,0.5038613080978394,0.00010496415725705247
YoloV8,nightSequence2,3056,0.6791185140609741,0.00010498893088240933
YoloV8,daySequence2,3487,0.7483299970626831,0.00010520276049074339
YoloV8,nightSequence2,5534,0.8621724843978882,0.0001056056088946454
YoloV8,daySequence2,4306,0.5227460861206055,0.00010578196830203993
YoloV8,nightSequence2,512,0.8286903500556946,0.00010585991229285666
YoloV8,nightSequence1,3826,0.661529004573822,0.00010654056520731818
YoloV8,daySequence2,4861,0.7042734026908875,0.00010663810343715354
YoloV8,daySequence1,3377,0.7482694387435913,0.00010686806665641976
YoloV8,nightSequence2,4756,0.8126510381698608,0.00010718151470761533
YoloV8,nightSequence2,5410,0.4038503766059875,0.00010723343373306582
YoloV8,daySequence1,1307,0.6138377785682678,0.0001072344090949692
YoloV8,nightSequence2,1362,0.6994144320487976,0.00010724147313682048
YoloV8,daySequence2,1489,0.684778094291687,0.00010788525914131315
YoloV8,daySequence2,3864,0.351538211107254,0.00010804321049200638
YoloV8,nightSequence2,3131,0.7960652112960815,0.00010883440999423941
YoloV8,nightSequence2,837,0.7818407416343689,0.00010987404267273196
YoloV8,nightSequence2,3246,0.8545458912849426,0.00011008497908517766
YoloV8,nightSequence2,4394,0.7256357073783875,0.0001100984139381702
YoloV8,nightSequence2,5522,0.8171850442886353,0.00011028831150978375
YoloV8,daySequence1,3016,0.6029812097549438,0.00011065154064482159
YoloV8,nightSequence2,6514,0.3063061237335205,0.0001108350794134054
YoloV8,nightSequence2,442,0.844722330570221,0.00011102672518765025
YoloV8,nightSequence2,3112,0.7554166316986084,0.00011110203460093572
YoloV8,nightSequence2,3233,0.8947147130966187,0.00011124759081177567
YoloV8,nightSequence2,3606,0.7751685380935669,0.00011164754644331597
YoloV8,nightSequence2,1172,0.6661062836647034,0.00011244675328127454
YoloV8,daySequence1,3379,0.7049877047538757,0.00011261172642702655
YoloV8,nightSequence2,1311,0.5945438146591187,0.00011324394728647955
YoloV8,daySequence2,6402,0.7611878514289856,0.00011325034090328237
YoloV8,nightSequence2,4774,0.8028507232666016,0.00011328494878938919
YoloV8,nightSequence2,4409,0.7480790019035339,0.00011344668632479742
YoloV8,nightSequence2,3196,0.8667041659355164,0.00011417138625543077
YoloV8,nightSequence2,6379,0.744439959526062,0.00011440718118220444
YoloV8,nightSequence2,1321,0.7324962019920349,0.00011460967337164658
YoloV8,nightSequence2,3034,0.4907419681549072,0.00011502964966116651
YoloV8,daySequence1,2160,0.3991937935352325,0.00011546518987866832
YoloV8,nightSequence2,4534,0.7960488796234131,0.00011617706662988809
YoloV8,nightSequence2,486,0.853355884552002,0.00011620751450263046
YoloV8,daySequence2,1511,0.7033007740974426,0.000116389381113644
YoloV8,nightSequence2,5422,0.6449986100196838,0.00011643372391215703
YoloV8,daySequence1,2783,0.6304181814193726,0.00011735477308759461
YoloV8,nightSequence2,5449,0.8079289197921753,0.00011753034624245943
YoloV8,daySequence1,2017,0.3425337374210357,0.00011788934574831622
YoloV8,nightSequence2,4311,0.8690328598022461,0.00011793954626174865
YoloV8,nightSequence2,4258,0.7986254096031189,0.00011801326094380874
YoloV8,daySequence1,2070,0.3768235146999359,0.00011812411815472344
YoloV8,nightSequence2,841,0.7033479809761047,0.00011836037473442653
YoloV8,nightSequence2,4251,0.680283784866333,0.0001189618403460889
YoloV8,daySequence1,2168,0.3488720059394836,0.00011969624244833989
YoloV8,daySequence2,5048,0.4974847137928009,0.00012275704728508425
YoloV8,nightSequence2,4790,0.4722412228584289,0.00012276989282253303
YoloV8,nightSequence2,617,0.7319231033325195,0.00012306450924749502
YoloV8,nightSequence2,3044,0.6316680908203125,0.00012307902332260674
YoloV8,nightSequence2,5432,0.3437631726264953,0.00012372699485838786
YoloV8,nightSequence2,4472,0.7641180157661438,0.00012374079320902822
YoloV8,nightSequence2,2028,0.7788317203521729,0.000124347575066157
YoloV8,nightSequence2,1781,0.8661531209945679,0.0001252745190081708
YoloV8,daySequence2,340,0.8160052299499512,0.00012575869316679654
YoloV8,nightSequence2,3603,0.7636944651603699,0.00012767834207111866
YoloV8,nightSequence2,6096,0.86439049243927,0.00012793973708533662
YoloV8,daySequence2,5112,0.5367270112037659,0.00012827912189402593
YoloV8,daySequence2,3508,0.740064263343811,0.0001286032241798873
YoloV8,daySequence2,3804,0.7057729363441467,0.00012874685123361715
YoloV8,nightSequence2,5545,0.8068285584449768,0.00012875747629800463
YoloV8,nightSequence2,3130,0.8016965389251709,0.0001288463099972376
YoloV8,nightSequence2,1633,0.8514232039451599,0.0001291716842972505
YoloV8,nightSequence2,1785,0.8626653552055359,0.00012937064229005582
YoloV8,nightSequence2,4476,0.7663726806640625,0.0001293863378511526
YoloV8,nightSequence2,3601,0.7092577219009399,0.00012945861005733106
YoloV8,daySequence2,1495,0.656148374080658,0.0001296117554898401
YoloV8,daySequence2,3482,0.3963833153247833,0.00013037775873941512
YoloV8,nightSequence2,5448,0.6387727856636047,0.00013041185452421813
YoloV8,daySequence1,3865,0.4014164805412292,0.00013161990122983344
YoloV8,daySequence2,6477,0.6995970606803894,0.00013180079612360327
YoloV8,nightSequence2,5439,0.756023645401001,0.0001319565495782222
YoloV8,nightSequence2,1234,0.4384511709213257,0.0001326747445137977
YoloV8,nightSequence2,5446,0.5733705759048462,0.00013278848992250082
YoloV8,nightSequence1,668,0.3127670586109161,0.0001330935538151077
YoloV8,nightSequence2,504,0.8521319627761841,0.00013345042561529837
YoloV8,nightSequence2,4443,0.7747234106063843,0.00013354110450798
YoloV8,nightSequence1,932,0.8530287742614746,0.00013368677184532322
YoloV8,daySequence1,3967,0.7040009498596191,0.0001338961796879336
YoloV8,nightSequence2,6516,0.8430284857749939,0.00013440215446464864
YoloV8,nightSequence2,1201,0.7899307012557983,0.00013447799074921653
YoloV8,nightSequence2,1354,0.8925824761390686,0.00013448599357091974
YoloV8,daySequence2,6337,0.7520009875297546,0.00013479356099595438
YoloV8,nightSequence2,4609,0.3402572572231293,0.0001353070432929538
YoloV8,nightSequence1,120,0.5498008728027344,0.00013608922563325084
YoloV8,nightSequence2,1234,0.7645004987716675,0.00013623189301107056
YoloV8,daySequence2,6423,0.7732219099998474,0.00013625431166080728
YoloV8,daySequence2,1507,0.6157076358795166,0.00013644336054745895
YoloV8,nightSequence2,1826,0.8766326904296875,0.0001367171522273045
YoloV8,nightSequence2,4157,0.3943932950496673,0.0001370272733943968
YoloV8,daySequence2,5733,0.796538770198822,0.00013713711491305188
YoloV8,nightSequence2,2025,0.8220250606536865,0.00013734975283523365
YoloV8,nightSequence2,3121,0.7693450450897217,0.00013744288480960716
YoloV8,daySequence2,3790,0.6636375188827515,0.00013761358556826052
YoloV8,daySequence2,5115,0.5040067434310913,0.00013854759261689296
YoloV8,nightSequence2,6112,0.874616801738739,0.0001390143296400998
YoloV8,nightSequence2,3043,0.6615170836448669,0.00013909210855009768
YoloV8,nightSequence2,5470,0.78350830078125,0.00013930855949375413
YoloV8,daySequence1,1860,0.5584567785263062,0.00013933504963080942
YoloV8,nightSequence2,478,0.839079737663269,0.00013960547730502848
YoloV8,daySequence1,2138,0.293241798877716,0.00013986768137144595
YoloV8,nightSequence2,5467,0.7365779876708984,0.00014086466974085648
YoloV8,nightSequence2,4027,0.6127460598945618,0.0001409666493334689
YoloV8,nightSequence2,1661,0.8688603639602661,0.00014096971392567564
YoloV8,daySequence2,5721,0.7902942299842834,0.00014165019930200505
YoloV8,nightSequence2,1108,0.6219229698181152,0.00014193169241665925
YoloV8,nightSequence1,934,0.8559732437133789,0.00014212222314012232
YoloV8,daySequence1,2777,0.6220312714576721,0.0001423434314615759
YoloV8,nightSequence2,2990,0.3095207214355469,0.00014246686007252
YoloV8,daySequence2,4873,0.7171465158462524,0.00014285319018185217
YoloV8,nightSequence2,5378,0.3113090693950653,0.00014296283468421194
YoloV8,daySequence1,3369,0.7162565588951111,0.00014303439360098338
YoloV8,nightSequence2,4608,0.3882886171340942,0.00014314807151441977
YoloV8,daySequence2,2689,0.6030886173248291,0.00014324549436074154
YoloV8,daySequence2,1499,0.717039942741394,0.00014339675480356105
YoloV8,daySequence2,2809,0.816713809967041,0.00014345595120854562
YoloV8,daySequence2,370,0.7998411059379578,0.00014352386658101918
YoloV8,nightSequence1,679,0.252131849527359,0.0001437475982240457
YoloV8,nightSequence2,1309,0.3503332734107971,0.0001438216519199624
YoloV8,daySequence2,3811,0.6359525918960571,0.000143827591747416
YoloV8,nightSequence1,2789,0.4143360555171966,0.00014386217365701276
YoloV8,nightSequence2,6523,0.8646520972251892,0.00014390710893799437
YoloV8,nightSequence2,5485,0.8158897757530212,0.0001444530852235357
YoloV8,nightSequence2,5475,0.7297869324684143,0.00014459301528965243
YoloV8,daySequence2,950,0.5204107165336609,0.00014476185561685195
YoloV8,nightSequence2,727,0.6393257975578308,0.00014476303187236137
YoloV8,nightSequence2,3558,0.4492859840393066,0.0001449710438969845
YoloV8,nightSequence2,4864,0.7488997578620911,0.00014531906358088964
YoloV8,nightSequence2,5537,0.834563136100769,0.0001454173530345267
YoloV8,nightSequence2,3023,0.672516942024231,0.0001465653681872227
YoloV8,nightSequence2,1798,0.8693974018096924,0.00014802397732963362
YoloV8,nightSequence2,606,0.5517843961715698,0.00014821620750098957
YoloV8,nightSequence2,5590,0.6509549617767334,0.0001483518013674411
YoloV8,nightSequence2,3030,0.62399822473526,0.00014848316160613048
YoloV8,nightSequence2,5430,0.5809056162834167,0.00014854953414278696
YoloV8,nightSequence2,2010,0.7916608452796936,0.00014907460301218428
YoloV8,daySequence1,2605,0.6389270424842834,0.00014911567381691623
YoloV8,daySequence1,3896,0.3416200280189514,0.00014950581381637223
YoloV8,nightSequence2,450,0.8378395438194275,0.00014955344300650742
YoloV8,daySequence2,6328,0.7398692965507507,0.00014994391002785075
YoloV8,nightSequence2,3578,0.664115309715271,0.00014996063236658844
YoloV8,daySequence1,2766,0.4968605637550354,0.00015040332238753942
YoloV8,nightSequence2,4214,0.7757337689399719,0.00015103371274973585
YoloV8,daySequence1,2783,0.5461540818214417,0.0001512182877145695
YoloV8,nightSequence2,6508,0.678129255771637,0.00015150053801579058
YoloV8,nightSequence2,1231,0.3569816052913666,0.00015171381156229842
YoloV8,daySequence2,3479,0.650418221950531,0.0001522754286287456
YoloV8,nightSequence2,6072,0.7399888038635254,0.00015248366797483484
YoloV8,daySequence1,2152,0.3401948511600494,0.0001530275674410372
YoloV8,nightSequence2,6436,0.4448259472846985,0.00015316009851392822
YoloV8,daySequence1,1347,0.6439470648765564,0.00015322142532756255
YoloV8,daySequence1,3381,0.6573730707168579,0.00015352812554195462
YoloV8,daySequence1,3386,0.7282199263572693,0.00015364373090952176
YoloV8,daySequence1,2034,0.327005386352539,0.00015367130017089733
YoloV8,nightSequence2,4868,0.8274725675582886,0.00015376354100050786
YoloV8,daySequence2,3835,0.6691157817840576,0.00015386052039332494
YoloV8,daySequence2,3517,0.5738062262535095,0.0001539521333948944
YoloV8,nightSequence2,4824,0.8535081744194031,0.0001547019005378717
YoloV8,nightSequence2,5457,0.7414594292640686,0.00015504559786226263
YoloV8,daySequence1,4000,0.6136655211448669,0.0001551363160795194
YoloV8,nightSequence2,2995,0.5691501498222351,0.00015519977697956515
YoloV8,nightSequence2,494,0.8556025624275208,0.0001552290587633262
YoloV8,nightSequence2,1774,0.8762677907943726,0.00015532979211346082
YoloV8,nightSequence2,1494,0.4905456900596618,0.0001553492561426452
YoloV8,nightSequence2,4467,0.7472844123840332,0.00015537318625978108
YoloV8,daySequence1,2136,0.3047619760036468,0.00015593865866445945
YoloV8,nightSequence1,3501,0.884490966796875,0.00015608711218152496
YoloV8,nightSequence2,4942,0.8290382027626038,0.0001565846262863132
YoloV8,nightSequence1,967,0.807295560836792,0.00015672895533216393
YoloV8,nightSequence2,5397,0.6824579238891602,0.00015686578201729265
YoloV8,nightSequence2,6307,0.7305940389633179,0.00015702705754396025
YoloV8,nightSequence1,2607,0.4922325909137726,0.00015715222423931467
YoloV8,nightSequence2,2051,0.8116841316223145,0.00015750308203436728
YoloV8,daySequence2,6174,0.7765613794326782,0.00015755300392381185
YoloV8,nightSequence2,4274,0.7731915712356567,0.00015777601584437357
YoloV8,nightSequence2,4429,0.6666029095649719,0.00015890011530548498
YoloV8,daySequence2,4638,0.7151437401771545,0.00015960642504777228
YoloV8,daySequence2,4662,0.7545182108879089,0.00015985269619854398
YoloV8,nightSequence2,558,0.8472263813018799,0.00015988492837069052
YoloV8,nightSequence1,653,0.3704681992530823,0.00016070052089203442
YoloV8,daySequence2,3771,0.7013441920280457,0.00016073046662213724
YoloV8,nightSequence2,4516,0.6328166723251343,0.00016098064206106246
YoloV8,nightSequence2,4480,0.75745689868927,0.00016102944819773368
YoloV8,nightSequence2,938,0.8484980463981628,0.000161623038587479
YoloV8,daySequence2,1826,0.4002005159854889,0.00016166536253861064
YoloV8,nightSequence2,1321,0.8536460399627686,0.00016171998672267368
YoloV8,nightSequence2,4512,0.7013972997665405,0.00016174721262923058
YoloV8,nightSequence2,5514,0.8650345802307129,0.00016210633841611002
YoloV8,nightSequence2,470,0.8450822830200195,0.00016211520039787126
YoloV8,daySequence1,2072,0.3245066702365875,0.00016219069344289728
YoloV8,daySequence2,2727,0.6940211653709412,0.00016219337804196482
YoloV8,nightSequence2,5095,0.8239409327507019,0.0001622680531957697
YoloV8,nightSequence2,1077,0.2671636939048767,0.00016248435273865796
YoloV8,daySequence1,3894,0.5390334725379944,0.00016265514317024505
YoloV8,nightSequence2,3061,0.7095279097557068,0.00016316138488213565
YoloV8,nightSequence2,4139,0.3324686884880066,0.00016341562130948718
YoloV8,nightSequence2,4543,0.804936408996582,0.00016351848941619404
YoloV8,nightSequence2,589,0.5846014618873596,0.00016362063822506623
YoloV8,nightSequence2,5505,0.8703539371490479,0.0001636363544359447
YoloV8,daySequence2,3863,0.7286025285720825,0.00016380138909115872
YoloV8,nightSequence2,1619,0.8541492223739624,0.00016385821214679445
YoloV8,nightSequence2,3257,0.8642925024032593,0.00016399812922743577
YoloV8,nightSequence2,4316,0.8409901857376099,0.0001639996017362837
YoloV8,daySequence2,4671,0.747096598148346,0.0001641708786765914
YoloV8,nightSequence2,4319,0.8588703274726868,0.00016430530152738827
YoloV8,nightSequence2,4379,0.4572527110576629,0.0001645822806360179
YoloV8,daySequence1,3968,0.7400960326194763,0.0001647615227193716
YoloV8,nightSequence2,1602,0.8541868925094604,0.00016481126021898352
YoloV8,daySequence1,2501,0.5025897026062012,0.00016499825247604741
YoloV8,nightSequence2,1291,0.575086772441864,0.00016508840657907878
YoloV8,daySequence2,3511,0.5971332788467407,0.0001651403434529932
YoloV8,nightSequence2,3065,0.2533577084541321,0.00016569761917904473
YoloV8,nightSequence2,3009,0.5522595643997192,0.00016579600562621353
YoloV8,nightSequence2,4498,0.3738826215267181,0.0001659992476456217
YoloV8,nightSequence2,4346,0.8728812336921692,0.00016634592598564182
YoloV8,nightSequence2,3031,0.6284637451171875,0.00016650585501338982
YoloV8,nightSequence1,3837,0.841509222984314,0.0001665902987745518
YoloV8,daySequence2,5215,0.7970862984657288,0.00016682214897943438
YoloV8,nightSequence2,5480,0.7861064672470093,0.00016708381583633848
YoloV8,nightSequence2,4519,0.7004833817481995,0.00016709691261381423
YoloV8,daySequence2,6437,0.7547423243522644,0.00016726562610735687
YoloV8,daySequence2,1060,0.4637389779090881,0.00016734947344496608
YoloV8,nightSequence1,808,0.834852933883667,0.00016752520514555296
YoloV8,nightSequence2,4571,0.8461763262748718,0.00016779338155911943
YoloV8,nightSequence2,4551,0.8190838694572449,0.00016832190261590477
YoloV8,nightSequence2,974,0.859663724899292,0.0001683466509385859
YoloV8,daySequence1,668,0.625881016254425,0.00016840582205077635
YoloV8,nightSequence2,4159,0.3824317455291748,0.00016859811211471462
YoloV8,nightSequence2,4552,0.8358724117279053,0.00016871359703549344
YoloV8,nightSequence2,5387,0.2624104022979736,0.0001687632266663848
YoloV8,nightSequence2,3194,0.8613758683204651,0.0001689164821263196
YoloV8,nightSequence2,4425,0.7537727355957031,0.00016944468037122782
YoloV8,nightSequence2,4230,0.6546202898025513,0.00016947759785438751
YoloV8,nightSequence2,6351,0.8317828178405762,0.00016948608335632518
YoloV8,nightSequence2,4104,0.4979737102985382,0.0001699755178543142
YoloV8,daySequence2,2782,0.5437241792678833,0.0001703930760777541
YoloV8,daySequence2,2701,0.6444963216781616,0.00017041615678648508
YoloV8,nightSequence2,1148,0.6972945928573608,0.00017064834074076085
YoloV8,nightSequence2,280,0.8409663438796997,0.0001707751043665125
YoloV8,nightSequence2,487,0.8503807187080383,0.0001709164044289783
YoloV8,daySequence2,5129,0.6842417120933533,0.00017110323901268655
YoloV8,daySequence2,5050,0.5509746670722961,0.00017111362675645414
YoloV8,nightSequence2,3185,0.8641428351402283,0.0001715701627638391
YoloV8,daySequence1,2122,0.3636446893215179,0.00017233870651708362
YoloV8,nightSequence1,820,0.8456014394760132,0.00017262195341526782
YoloV8,nightSequence2,4019,0.2703059017658233,0.00017272567482706652
YoloV8,nightSequence2,3619,0.8325963616371155,0.00017280394476783687
YoloV8,nightSequence2,1625,0.8444833755493164,0.00017308951809149722
YoloV8,daySequence2,3764,0.6676214337348938,0.0001731804645019382
YoloV8,nightSequence2,4524,0.7929442524909973,0.00017330594691814888
YoloV8,nightSequence2,1336,0.8062114119529724,0.00017346808901054449
YoloV8,daySequence2,372,0.8279951810836792,0.00017356407141237357
YoloV8,daySequence2,4333,0.6066045165061951,0.0001735860104815864
YoloV8,nightSequence2,1503,0.6072809100151062,0.00017367308603415842
YoloV8,nightSequence1,884,0.8580204844474792,0.00017367745363270436
YoloV8,nightSequence2,1122,0.5332368612289429,0.00017373195246207383
