model,dataset,img_id,confidence,IoU
YoloV8,daySequence1,2317,0.4967375695705414,0.9716458213315028
YoloV8,nightSequence2,855,0.5757930278778076,0.9714607982563502
YoloV8,nightSequence2,542,0.8211797475814819,0.9714055389045767
YoloV8,nightSequence2,527,0.7576581835746765,0.9710434349357506
YoloV8,nightSequence2,5511,0.8133261799812317,0.9707753914018309
YoloV8,nightSequence2,6451,0.8773363828659058,0.9703212104070463
YoloV8,nightSequence2,458,0.8163235187530518,0.9702536536057934
YoloV8,nightSequence2,1822,0.8140307664871216,0.9700034898111805
YoloV8,nightSequence2,6106,0.8973746299743652,0.9698710865645731
YoloV8,daySequence1,2320,0.4217248260974884,0.9698687070886665
YoloV8,nightSequence2,4821,0.7929169535636902,0.9698390388629926
YoloV8,nightSequence2,5591,0.837383508682251,0.9698206345545646
YoloV8,nightSequence1,4742,0.8338186144828796,0.969715785482185
YoloV8,nightSequence2,1648,0.860823929309845,0.9696181273659968
YoloV8,daySequence1,3412,0.4942398369312286,0.9694866760303689
YoloV8,nightSequence2,6120,0.8793349266052246,0.9694459999198382
YoloV8,nightSequence2,1794,0.8595786094665527,0.9693553108718658
YoloV8,nightSequence2,1661,0.8688603639602661,0.9693303299562546
YoloV8,nightSequence2,4275,0.7801701426506042,0.969199799001215
YoloV8,nightSequence2,1774,0.8762677907943726,0.9690486804933275
YoloV8,nightSequence2,4307,0.8495631814002991,0.9689124474458994
YoloV8,nightSequence2,4336,0.8851776123046875,0.9686818143081821
YoloV8,nightSequence2,279,0.7143842577934265,0.9684709441643924
YoloV8,daySequence1,3017,0.6837678551673889,0.9684146591358932
YoloV8,nightSequence2,2089,0.8585678339004517,0.968163572641661
YoloV8,nightSequence2,327,0.8815839290618896,0.9681036731247152
YoloV8,nightSequence2,1780,0.8663774728775024,0.9678639462132745
YoloV8,nightSequence2,6458,0.87689608335495,0.9675644203303527
YoloV8,nightSequence2,1336,0.8062114119529724,0.9674813401781799
YoloV8,nightSequence2,450,0.8378395438194275,0.9674259310287728
YoloV8,nightSequence2,4570,0.8467676639556885,0.9673020262053184
YoloV8,daySequence1,2154,0.3235804736614227,0.9668592408431532
YoloV8,nightSequence2,896,0.816933274269104,0.9667426465377654
YoloV8,nightSequence2,1354,0.859839677810669,0.9666911984610135
YoloV8,daySequence1,2075,0.37060546875,0.9666311464782276
YoloV8,daySequence1,2072,0.3245066702365875,0.966532862869219
YoloV8,nightSequence2,526,0.788006067276001,0.9664424673767665
YoloV8,nightSequence2,5594,0.8694582581520081,0.9664058569703503
YoloV8,daySequence2,2786,0.6431331038475037,0.9662634161581638
YoloV8,nightSequence2,1286,0.7146095633506775,0.9662240569856924
YoloV8,daySequence1,2471,0.2506474256515503,0.9661865471977
YoloV8,nightSequence2,1656,0.8692452907562256,0.9661815004246405
YoloV8,daySequence1,2166,0.3812343180179596,0.9659801310369174
YoloV8,nightSequence2,408,0.8319089412689209,0.9658719180513199
YoloV8,nightSequence2,464,0.8392508625984192,0.9658090298874488
YoloV8,daySequence1,2160,0.3991937935352325,0.9658000396410433
YoloV8,nightSequence2,5536,0.8532115817070007,0.9657703597940511
YoloV8,nightSequence2,2061,0.8284757733345032,0.9656914887946202
YoloV8,nightSequence2,882,0.7343776822090149,0.9656424789367749
YoloV8,nightSequence2,2005,0.7525302767753601,0.9656315440012493
YoloV8,nightSequence2,6125,0.8710206151008606,0.965489173748478
YoloV8,nightSequence2,1365,0.8740273118019104,0.9651813632840287
YoloV8,nightSequence2,4559,0.7744069695472717,0.9651327325189701
YoloV8,nightSequence2,6114,0.8709931969642639,0.9649558005165926
YoloV8,daySequence1,2128,0.3287175297737121,0.964880992681895
YoloV8,nightSequence2,405,0.8180254697799683,0.9648578112163835
YoloV8,nightSequence2,5533,0.8474564552307129,0.9646774191230668
YoloV8,nightSequence2,2092,0.8466404676437378,0.9644823578823435
YoloV8,nightSequence2,2176,0.7820898294448853,0.9642833243133937
YoloV8,daySequence1,2046,0.3674766421318054,0.9642501928224518
YoloV8,daySequence1,2074,0.3099856972694397,0.9641652608253736
YoloV8,nightSequence2,4800,0.8200004696846008,0.9641444490921508
YoloV8,nightSequence2,4788,0.8521372675895691,0.9641144875924743
YoloV8,nightSequence2,5475,0.7152882218360901,0.9640848894769798
YoloV8,nightSequence2,6456,0.617367684841156,0.9640092481510546
YoloV8,nightSequence2,959,0.8768930435180664,0.9638901388798645
YoloV8,nightSequence2,436,0.8328800797462463,0.963833333545544
YoloV8,nightSequence2,5570,0.8813653588294983,0.9638226441044383
YoloV8,nightSequence2,5547,0.859258770942688,0.9638031229974003
YoloV8,nightSequence2,1661,0.8682129979133606,0.9637865359110441
YoloV8,nightSequence2,4726,0.7710698843002319,0.9636171796924122
YoloV8,nightSequence2,2106,0.8732599020004272,0.963612009744636
YoloV8,nightSequence1,2055,0.4794850945472717,0.9635958135701099
YoloV8,nightSequence2,3219,0.7985864877700806,0.9635470169110287
YoloV8,daySequence2,4662,0.7545182108879089,0.9634762363145664
YoloV8,daySequence1,2113,0.3009748756885528,0.9634704644029037
YoloV8,nightSequence2,941,0.8607842922210693,0.9634399835388503
YoloV8,nightSequence2,3712,0.8407403826713562,0.9633504999097563
YoloV8,daySequence1,2076,0.3840696513652801,0.9632871817125233
YoloV8,nightSequence2,333,0.8365207314491272,0.9631895236087665
YoloV8,nightSequence2,510,0.8471090197563171,0.9631356207914165
YoloV8,daySequence1,4049,0.8122363686561584,0.9630417389360033
YoloV8,daySequence1,2411,0.3006318807601928,0.9630362996776946
YoloV8,daySequence2,389,0.8052754998207092,0.9630344414286199
YoloV8,nightSequence2,4853,0.803360104560852,0.9629602301184036
YoloV8,nightSequence2,6117,0.8904159665107727,0.9629528378245722
YoloV8,daySequence2,4664,0.7557564377784729,0.9628454006098732
YoloV8,nightSequence2,4582,0.8575100898742676,0.9627585936904458
YoloV8,nightSequence2,1393,0.8621895909309387,0.9626845336123748
YoloV8,nightSequence2,4589,0.8500164747238159,0.9626530332378825
YoloV8,daySequence2,2807,0.8066370487213135,0.962611899246685
YoloV8,daySequence1,3979,0.7576360702514648,0.9625654584508305
YoloV8,nightSequence2,1346,0.825667679309845,0.962548470886542
YoloV8,nightSequence2,5461,0.7628017067909241,0.9623567174152362
YoloV8,daySequence1,2406,0.4609523415565491,0.9623285151544733
YoloV8,daySequence1,2022,0.4645012319087982,0.9623017748203815
YoloV8,nightSequence2,4765,0.8238949179649353,0.9622015988260024
YoloV8,nightSequence2,2091,0.862409770488739,0.9617580937611935
YoloV8,nightSequence2,1800,0.8556114435195923,0.9617571465819041
YoloV8,nightSequence2,5526,0.7748515605926514,0.9617363589869986
YoloV8,nightSequence2,406,0.8296458125114441,0.9616570172771398
YoloV8,nightSequence2,476,0.8531100153923035,0.9616293171721045
YoloV8,daySequence1,2148,0.4457578361034393,0.9615270856030608
YoloV8,daySequence1,2164,0.2787237763404846,0.9614603197067348
YoloV8,nightSequence2,1363,0.8614383935928345,0.9614468116143925
YoloV8,daySequence1,2168,0.3488720059394836,0.9614394605010594
YoloV8,nightSequence2,529,0.824853777885437,0.9613896100345642
YoloV8,nightSequence2,1340,0.7844600081443787,0.9613479135094973
YoloV8,nightSequence2,426,0.8347276449203491,0.9613336326324683
YoloV8,nightSequence2,4854,0.8041539788246155,0.9610454390770704
YoloV8,nightSequence2,516,0.8348378539085388,0.9610075834812221
YoloV8,nightSequence2,2369,0.7228171229362488,0.9609710355456924
YoloV8,daySequence1,2156,0.3263980448246002,0.9608742240016318
YoloV8,nightSequence2,1347,0.8273006081581116,0.9608579418850587
YoloV8,nightSequence1,4797,0.4296177625656128,0.9608560834086662
YoloV8,nightSequence2,5589,0.9025134444236756,0.960658061257225
YoloV8,nightSequence2,1660,0.8701537251472473,0.9606415572817466
YoloV8,nightSequence2,404,0.8178117871284485,0.9606264254299784
YoloV8,nightSequence2,326,0.8775010108947754,0.9605793579781191
YoloV8,nightSequence2,5542,0.8714576959609985,0.9605172274664042
YoloV8,nightSequence2,3246,0.8545458912849426,0.9603734277772007
YoloV8,daySequence2,1288,0.6516374349594116,0.9603340402270302
YoloV8,nightSequence2,3254,0.8599891662597656,0.9602805441466703
YoloV8,nightSequence2,545,0.8267865777015686,0.9602683717983558
YoloV8,daySequence1,2034,0.327005386352539,0.9601048692781893
YoloV8,daySequence1,2158,0.3398874402046203,0.9599534666164755
YoloV8,nightSequence2,360,0.7825300693511963,0.959887548191569
YoloV8,nightSequence2,4587,0.8072883486747742,0.9597428600958747
YoloV8,nightSequence2,2059,0.7821009159088135,0.9596595220015047
YoloV8,nightSequence2,2086,0.8642269968986511,0.959642206539719
YoloV8,nightSequence2,3221,0.7857054471969604,0.9596271819846116
YoloV8,daySequence2,6636,0.611960768699646,0.9594967473751168
YoloV8,daySequence1,2312,0.4368293881416321,0.9594722647796852
YoloV8,nightSequence2,1382,0.8585134744644165,0.959471167437542
YoloV8,nightSequence2,5562,0.8554080128669739,0.9594620031685498
YoloV8,nightSequence2,1359,0.8650243878364563,0.9594570734672144
YoloV8,nightSequence2,478,0.839079737663269,0.9594462561991843
YoloV8,nightSequence2,538,0.8480161428451538,0.9594267105423345
YoloV8,nightSequence2,3236,0.8478215932846069,0.9593769226092342
YoloV8,nightSequence2,1686,0.8513703942298889,0.9593493282731096
YoloV8,nightSequence2,4577,0.8327343463897705,0.9592958475304589
YoloV8,daySequence1,2170,0.3583824336528778,0.9592530776504986
YoloV8,daySequence1,2110,0.3908390402793884,0.9591896824592764
YoloV8,daySequence1,2146,0.4354663491249084,0.9591892311546409
YoloV8,nightSequence2,5972,0.7682166695594788,0.9590805773489172
YoloV8,nightSequence2,6351,0.8317828178405762,0.9590506549439751
YoloV8,nightSequence2,4579,0.8397667407989502,0.9589946674126586
YoloV8,nightSequence2,508,0.8561698198318481,0.9589393319181595
YoloV8,nightSequence2,482,0.8451396822929382,0.9589278431438903
YoloV8,nightSequence2,1689,0.8510581851005554,0.9589154157829262
YoloV8,nightSequence2,3688,0.8167999982833862,0.9588910390310105
YoloV8,nightSequence2,3257,0.8642925024032593,0.9588388839766887
YoloV8,nightSequence2,500,0.8483715653419495,0.9587969188376135
YoloV8,nightSequence2,3244,0.8571450114250183,0.9587490827588706
YoloV8,daySequence2,955,0.5137048959732056,0.9587428035642266
YoloV8,nightSequence2,4513,0.7925379276275635,0.9585942346736255
YoloV8,nightSequence2,257,0.7508633732795715,0.9584442449846897
YoloV8,nightSequence2,902,0.8562669157981873,0.9584201766511649
YoloV8,daySequence1,2126,0.318837970495224,0.9581852122651113
YoloV8,nightSequence2,4790,0.4722412228584289,0.9581694305258307
YoloV8,nightSequence2,2072,0.843948483467102,0.9581414454741052
YoloV8,daySequence2,1511,0.7033007740974426,0.9581382987754709
YoloV8,nightSequence2,499,0.8289907574653625,0.9581211732101438
YoloV8,nightSequence2,3242,0.8585591316223145,0.958074198508776
YoloV8,daySequence1,2360,0.3156721889972687,0.9580315393571318
YoloV8,nightSequence2,305,0.6507523059844971,0.9580095121067583
YoloV8,nightSequence2,3691,0.74690181016922,0.9579964152587506
YoloV8,nightSequence2,544,0.8584402799606323,0.9579386174426535
YoloV8,nightSequence2,5500,0.8378360271453857,0.9579220596164294
YoloV8,nightSequence2,5570,0.9002065658569336,0.9579020634346745
YoloV8,nightSequence2,6457,0.7805115580558777,0.957778975088263
YoloV8,nightSequence2,4562,0.8576037287712097,0.957609861292556
YoloV8,nightSequence2,5543,0.8650031685829163,0.957466203681128
YoloV8,daySequence2,1250,0.7127687931060791,0.9574340739219448
YoloV8,nightSequence2,479,0.8154729604721069,0.957346034306359
YoloV8,daySequence1,2284,0.3338437378406524,0.9573416067765154
YoloV8,nightSequence2,3245,0.8654672503471375,0.9573237855642062
YoloV8,daySequence1,2180,0.34193155169487,0.9572199194075833
YoloV8,daySequence1,2174,0.3539830446243286,0.9571960437972595
YoloV8,nightSequence2,383,0.8501015901565552,0.9570531725177492
YoloV8,nightSequence2,546,0.8401685357093811,0.9570453179058735
YoloV8,nightSequence2,6405,0.8499930500984192,0.9569608987024293
YoloV8,daySequence1,3431,0.5119936466217041,0.9569503715719091
YoloV8,nightSequence2,282,0.7838395237922668,0.9568288850164444
YoloV8,nightSequence2,536,0.8375114798545837,0.9567066653351103
YoloV8,nightSequence2,6438,0.8730588555335999,0.9565722777030748
YoloV8,nightSequence2,442,0.844722330570221,0.9565100432844217
YoloV8,nightSequence2,5548,0.8617228269577026,0.956304266689179
YoloV8,nightSequence2,3194,0.8613758683204651,0.9562807140668178
YoloV8,nightSequence2,864,0.7848403453826904,0.9562573700733324
YoloV8,nightSequence2,532,0.8371014595031738,0.9562540704317544
YoloV8,nightSequence2,4327,0.8626775741577148,0.9561118922543285
YoloV8,nightSequence2,431,0.855589747428894,0.9560767444411387
YoloV8,nightSequence2,443,0.8294366002082825,0.9560380344389237
YoloV8,nightSequence2,488,0.8518646955490112,0.955919497076892
YoloV8,daySequence1,2030,0.4284883737564087,0.9557959127678419
YoloV8,daySequence1,2162,0.3297204375267029,0.9557508688668764
YoloV8,nightSequence2,4350,0.8650854229927063,0.9556676298621989
YoloV8,nightSequence2,477,0.8304892778396606,0.9555995054142468
YoloV8,nightSequence2,3259,0.8545613288879395,0.955565390344995
YoloV8,nightSequence2,1321,0.8536460399627686,0.9555414865137092
YoloV8,nightSequence2,5490,0.8094434142112732,0.9555225539520564
YoloV8,nightSequence2,1640,0.8504567742347717,0.9554264631446072
YoloV8,daySequence2,5051,0.5004644393920898,0.955410825724286
YoloV8,nightSequence2,3235,0.8305943012237549,0.9553795229766268
YoloV8,nightSequence2,412,0.8344910740852356,0.9553640822489327
YoloV8,nightSequence2,1659,0.8717861771583557,0.9553180396121408
YoloV8,nightSequence2,560,0.845848023891449,0.9552254143343865
YoloV8,nightSequence2,4573,0.8404431939125061,0.9551364951645798
YoloV8,nightSequence2,5516,0.835873544216156,0.955014204516693
YoloV8,nightSequence2,4333,0.8649618625640869,0.9548587721850716
YoloV8,daySequence2,1326,0.856519341468811,0.9548500812990477
YoloV8,nightSequence2,3681,0.4442354440689087,0.9548187566864238
YoloV8,nightSequence2,922,0.8351823091506958,0.954793874298508
YoloV8,daySequence1,2136,0.3047619760036468,0.9547317131912775
YoloV8,nightSequence2,3689,0.7827668786048889,0.954722843606721
YoloV8,daySequence1,2378,0.402179092168808,0.9546683386757665
YoloV8,nightSequence2,2109,0.8734334111213684,0.9545586938490234
YoloV8,nightSequence2,1700,0.825587272644043,0.9545450123507659
YoloV8,nightSequence2,4330,0.8694788217544556,0.9544704158724833
YoloV8,nightSequence2,4524,0.7929442524909973,0.9544332465915071
YoloV8,nightSequence2,512,0.8286903500556946,0.954405324020849
YoloV8,daySequence2,3802,0.7313104867935181,0.95439263012304
YoloV8,nightSequence2,4298,0.8085889220237732,0.9543845879090376
YoloV8,nightSequence2,1368,0.8696484565734863,0.9542507562820132
YoloV8,nightSequence2,4818,0.8082941770553589,0.954223819789405
YoloV8,nightSequence2,1809,0.8729796409606934,0.9541307443687966
YoloV8,nightSequence2,2048,0.8257668018341064,0.9541296287864273
YoloV8,nightSequence2,1701,0.8131340742111206,0.9541228089689144
YoloV8,nightSequence2,4835,0.8220763802528381,0.9541012074034572
YoloV8,nightSequence2,470,0.8450822830200195,0.9539809519244782
YoloV8,nightSequence2,2067,0.8321141600608826,0.9539626551585094
YoloV8,daySequence1,668,0.625881016254425,0.9539542527410578
YoloV8,daySequence2,2779,0.607170581817627,0.9538896628992845
YoloV8,nightSequence2,4498,0.7132605910301208,0.953876844107556
YoloV8,nightSequence2,377,0.8291750550270081,0.9537858672711567
YoloV8,nightSequence2,1633,0.8514232039451599,0.9537253948210063
YoloV8,nightSequence2,5553,0.8601772785186768,0.9536796594844618
YoloV8,nightSequence2,4819,0.8230500817298889,0.9536533026207236
YoloV8,nightSequence2,1688,0.8434610962867737,0.9536477593390922
YoloV8,nightSequence2,1767,0.7354739308357239,0.9536007561151564
YoloV8,nightSequence2,4328,0.8574256896972656,0.9535874293119873
YoloV8,daySequence1,2418,0.2894546687602997,0.9534361849497931
YoloV8,daySequence1,2142,0.3560243248939514,0.9533668828470576
YoloV8,nightSequence2,358,0.8728009462356567,0.9532783413497973
YoloV8,nightSequence2,6456,0.864772379398346,0.953230679500192
YoloV8,nightSequence2,3253,0.8530609607696533,0.9530725725228778
YoloV8,nightSequence2,5557,0.8718938827514648,0.9530205227354331
YoloV8,nightSequence2,451,0.8329493403434753,0.9528107723341376
YoloV8,daySequence1,2120,0.2555259466171264,0.9527489547079903
YoloV8,daySequence1,2138,0.293241798877716,0.9527457753598009
YoloV8,daySequence2,3479,0.650418221950531,0.9527409761366333
YoloV8,daySequence2,2810,0.7631034851074219,0.9527326188811621
YoloV8,nightSequence2,4803,0.7921876907348633,0.9527109690958483
YoloV8,nightSequence2,3255,0.8603854179382324,0.9526846128610559
YoloV8,nightSequence2,3218,0.7833649516105652,0.9526381086273938
YoloV8,nightSequence2,524,0.8277966976165771,0.9526230800366289
YoloV8,nightSequence2,1602,0.8541868925094604,0.9524929721141092
YoloV8,nightSequence2,468,0.8492915630340576,0.9524773406015127
YoloV8,nightSequence1,3948,0.821422278881073,0.9524350292880169
YoloV8,nightSequence2,558,0.8472263813018799,0.9524288812952562
YoloV8,nightSequence2,6528,0.787813127040863,0.952408356651132
YoloV8,daySequence1,2407,0.3390682935714721,0.9523937877422479
YoloV8,nightSequence2,6129,0.8847030401229858,0.9523893052106321
YoloV8,nightSequence2,6108,0.8834303021430969,0.9523812542724291
YoloV8,nightSequence2,4720,0.7276029586791992,0.9523456548984497
YoloV8,nightSequence2,4321,0.8377442359924316,0.952297936850514
YoloV8,nightSequence2,3196,0.8667041659355164,0.9522803474229911
YoloV8,nightSequence1,4739,0.8520277142524719,0.9522592481418889
YoloV8,nightSequence2,292,0.7773667573928833,0.9522321076191242
YoloV8,nightSequence2,494,0.8556025624275208,0.9521609036882809
YoloV8,nightSequence2,2144,0.7700234651565552,0.9521299684813559
YoloV8,nightSequence2,515,0.8453210592269897,0.952106084137826
YoloV8,nightSequence2,2112,0.8820399045944214,0.9520124907182569
YoloV8,nightSequence2,1370,0.862740159034729,0.9520087274583416
YoloV8,nightSequence2,5477,0.7592732310295105,0.9519757793266038
YoloV8,nightSequence2,5545,0.8543998599052429,0.9519576246493054
YoloV8,nightSequence2,520,0.8559424877166748,0.9519388555323667
YoloV8,nightSequence2,1626,0.8492092490196228,0.9519001010121309
YoloV8,daySequence1,2114,0.3886522650718689,0.9517354819326584
YoloV8,nightSequence2,1784,0.8790561556816101,0.9517267224298152
YoloV8,daySequence1,2012,0.3559406995773315,0.9517117438342778
YoloV8,nightSequence2,467,0.8346961736679077,0.9517056967622493
YoloV8,nightSequence2,6518,0.7732198238372803,0.9516861371897567
YoloV8,nightSequence1,3509,0.8532771468162537,0.9516517557116126
YoloV8,nightSequence2,2145,0.7836066484451294,0.9516346701509704
YoloV8,nightSequence2,5539,0.8680174350738525,0.9516179101847128
YoloV8,daySequence1,2182,0.3469234108924866,0.9516177692244698
YoloV8,nightSequence2,3249,0.8601853251457214,0.951586903961868
YoloV8,nightSequence2,490,0.8386439085006714,0.9515357301920963
YoloV8,daySequence2,5165,0.7482470273971558,0.9514714976696458
YoloV8,nightSequence2,534,0.8467611074447632,0.9514415864662433
YoloV8,nightSequence2,6320,0.7127355933189392,0.9514328184268087
YoloV8,daySequence1,2112,0.3635592758655548,0.9513584756264886
YoloV8,nightSequence2,5578,0.894656777381897,0.9513279416225353
YoloV8,daySequence2,366,0.7707725763320923,0.9513045658757393
YoloV8,nightSequence2,6368,0.732260525226593,0.9512892852914623
YoloV8,nightSequence2,3263,0.8795480728149414,0.9512871795056831
YoloV8,nightSequence2,1369,0.8704947829246521,0.9511834187581858
YoloV8,nightSequence1,3879,0.6898024082183838,0.9511808594154857
YoloV8,nightSequence2,3674,0.689203679561615,0.9510459043542747
YoloV8,nightSequence2,921,0.8441884517669678,0.9510431190888882
YoloV8,nightSequence2,1673,0.859218180179596,0.9510409239266764
YoloV8,nightSequence2,418,0.849916934967041,0.9508626074762202
YoloV8,nightSequence2,892,0.7777004241943359,0.9508590985318202
YoloV8,nightSequence2,2158,0.755886435508728,0.9508522729056259
YoloV8,daySequence1,4050,0.8023292422294617,0.9508179500768716
YoloV8,nightSequence2,2102,0.8730221390724182,0.9508124571765839
YoloV8,nightSequence2,433,0.8282086849212646,0.9507778972627643
YoloV8,daySequence1,2152,0.3401948511600494,0.9507765244405109
YoloV8,daySequence2,407,0.7730497121810913,0.9507526122444664
YoloV8,nightSequence2,2319,0.8747515678405762,0.9507109423766013
YoloV8,nightSequence2,446,0.8381191492080688,0.9507093165409952
YoloV8,nightSequence1,3815,0.8457516431808472,0.9505375578979709
YoloV8,daySequence1,2184,0.3353082239627838,0.9505093244448114
YoloV8,nightSequence2,5556,0.8694618344306946,0.9504966887853394
YoloV8,nightSequence2,313,0.8429058194160461,0.9504902289288782
YoloV8,daySequence1,2326,0.3963606357574463,0.9504037254623252
YoloV8,nightSequence2,448,0.8381098508834839,0.9503821312119378
YoloV8,nightSequence2,3205,0.8682147860527039,0.9503719191568378
YoloV8,daySequence1,2020,0.4125296175479889,0.950342044176117
YoloV8,daySequence2,2747,0.6093288064002991,0.9503415060651759
YoloV8,nightSequence2,3619,0.8325963616371155,0.9503132794755714
YoloV8,nightSequence2,3603,0.7636944651603699,0.9503084379895944
YoloV8,nightSequence2,416,0.8402529954910278,0.9502630015053978
YoloV8,nightSequence2,5974,0.72263103723526,0.9502542619559706
YoloV8,nightSequence2,1649,0.8647217750549316,0.9502521548674256
YoloV8,nightSequence2,4576,0.8236120343208313,0.9502170059954201
YoloV8,nightSequence2,5586,0.8973723649978638,0.950202923315563
YoloV8,nightSequence2,1794,0.8671728372573853,0.9501608470090117
YoloV8,nightSequence2,1789,0.8617293834686279,0.9501204091102557
YoloV8,nightSequence2,1642,0.8505222201347351,0.9500905389035533
YoloV8,nightSequence2,5501,0.7595251202583313,0.9500205754572428
YoloV8,nightSequence2,2085,0.8502278327941895,0.9499931999813319
YoloV8,nightSequence2,457,0.830416202545166,0.9499548362107326
YoloV8,nightSequence2,4583,0.8432217836380005,0.9498987227865845
YoloV8,daySequence1,3432,0.5508525371551514,0.9498429328094012
YoloV8,nightSequence2,5518,0.8681371808052063,0.9498189844735234
YoloV8,daySequence1,4042,0.8151106238365173,0.949798254176368
YoloV8,nightSequence2,1698,0.8259281516075134,0.9497864388008478
YoloV8,nightSequence2,2147,0.7860192656517029,0.949742510396281
YoloV8,daySequence1,2779,0.5353530049324036,0.9496941394407435
YoloV8,daySequence1,2014,0.3483581244945526,0.9496636833314671
YoloV8,nightSequence2,1786,0.8763632774353027,0.9496016407382556
YoloV8,nightSequence2,2063,0.663017988204956,0.9495838785472667
YoloV8,nightSequence2,330,0.867911696434021,0.9495300329877147
YoloV8,nightSequence2,419,0.8387686014175415,0.9495097845912992
YoloV8,daySequence1,2425,0.2741245329380035,0.9495023312543129
YoloV8,nightSequence2,347,0.8831609487533569,0.949466957088487
YoloV8,nightSequence2,1352,0.83486008644104,0.9494489658934313
YoloV8,nightSequence2,306,0.8108463287353516,0.9494198879607713
YoloV8,nightSequence2,5499,0.7993651032447815,0.9494036419159093
YoloV8,nightSequence2,4326,0.8525636196136475,0.9493346723870757
YoloV8,nightSequence2,409,0.8431677222251892,0.949301495682071
YoloV8,nightSequence2,496,0.8490672707557678,0.9492829465878032
YoloV8,nightSequence2,1604,0.8136497139930725,0.949252646677171
YoloV8,nightSequence2,1729,0.8052654266357422,0.9492078158830837
YoloV8,nightSequence2,4343,0.8964555859565735,0.9491964853513074
YoloV8,nightSequence2,1707,0.814406156539917,0.949160122964219
YoloV8,daySequence1,4003,0.7032573223114014,0.9491508026593835
YoloV8,nightSequence2,1324,0.7549747824668884,0.9490703740013281
YoloV8,nightSequence2,1364,0.8589447140693665,0.9490660071899792
YoloV8,nightSequence2,1729,0.803779661655426,0.9490495981455577
YoloV8,nightSequence2,4587,0.8376750946044922,0.9490404216368884
YoloV8,nightSequence2,4578,0.8846439719200134,0.9489706176975601
YoloV8,nightSequence2,5530,0.8482076525688171,0.9489672317949023
YoloV8,nightSequence2,2078,0.8309596180915833,0.9489273785200812
YoloV8,nightSequence2,4356,0.841582715511322,0.9489128391644105
YoloV8,nightSequence2,6499,0.7601898312568665,0.9489044611553987
YoloV8,nightSequence2,5508,0.8005832433700562,0.9488885149359687
YoloV8,nightSequence2,5516,0.8535979986190796,0.9486251850175276
YoloV8,nightSequence1,3700,0.7594003677368164,0.9486106702544478
YoloV8,nightSequence2,504,0.8521319627761841,0.948566515827859
YoloV8,nightSequence2,1716,0.8430445194244385,0.948563549522194
YoloV8,nightSequence2,1699,0.8533982634544373,0.9485229934427275
YoloV8,nightSequence2,6071,0.8515720367431641,0.9484906789314218
YoloV8,nightSequence2,2078,0.8470927476882935,0.9484719599244197
YoloV8,nightSequence2,4855,0.8394380211830139,0.9484518641272389
YoloV8,nightSequence2,4822,0.8369067311286926,0.9484151131181408
YoloV8,daySequence1,4037,0.7584596276283264,0.9484147224679573
